name,type,subtype,region,address,city,state,zip,lat,lon,total_assets_thousands,total_assets_formatted,established_year
United Community Bank,Bank,Regional Bank,Metro Atlanta,"6670 Church St, Douglasville, GA 30134",Douglasville,GA,30134,33.75044242680963,-84.74829552060558,"27,929,114",$27.93B,2000
United Community Bank,Bank,Regional Bank,North Georgia,"214 N Main St, Hiawassee, GA 30546",Hiawassee,GA,30546,34.95112200498167,-83.75796104025001,"27,929,114",$27.93B,1986
United Community Bank,Bank,Regional Bank,North Georgia,"9699 Rome Blvd, Summerville, GA 30747",Summerville,GA,30747,34.47615601330817,-85.34700501027844,"27,929,114",$27.93B,2000
United Community Bank,Bank,Regional Bank,North Georgia,"4365 Browns Bridge Rd, Cumming, GA 30041",Cumming,GA,30041,34.25669825834068,-84.0717088356948,"27,929,114",$27.93B,1999
United Community Bank,Bank,Regional Bank,North Georgia,"4000 Appalachian Hwy, Blue Ridge, GA 30513",Blue Ridge,GA,30513,34.871225997279964,-84.32429296165904,"27,929,114",$27.93B,1986
United Community Bank,Bank,Regional Bank,Metro Atlanta,"9100 Covington Byp, Covington, GA 30014",Covington,GA,30014,33.59566490812318,-83.8338813249983,"27,929,114",$27.93B,2001
United Community Bank,Bank,Regional Bank,Metro Atlanta,"3781 Sixes Rd, Canton, GA 30114",Canton,GA,30114,34.17796699990424,-84.55061901572655,"27,929,114",$27.93B,2001
United Community Bank,Bank,Regional Bank,Metro Atlanta,"4356 S Lee St, Buford, GA 30518",Buford,GA,30518,34.10223399014316,-84.00194700993688,"27,929,114",$27.93B,2003
United Community Bank,Bank,Regional Bank,North Georgia,"2760 Martha Berry Hwy Ne, Rome, GA 30165",Rome,GA,30165,34.30123198046407,-85.17455699163236,"27,929,114",$27.93B,2001
United Community Bank,Bank,Regional Bank,Coastal Georgia,"109 Scranton Connector, Brunswick, GA 31525",Brunswick,GA,31525,31.216069004133374,-81.48553899558519,"27,929,114",$27.93B,2002
United Community Bank,Bank,Regional Bank,North Georgia,"1472  441 By-Pass, Cornelia, GA 30531",Cornelia,GA,30531,34.509885,-83.545009,"27,929,114",$27.93B,2003
United Community Bank,Bank,Regional Bank,Central Georgia,"1500 Commerce Dr N, Peachtree City, GA 30269",Peachtree City,GA,30269,33.401966003422615,-84.59680103910938,"27,929,114",$27.93B,2003
United Community Bank,Bank,Regional Bank,North Georgia,"149 Bracketts Way, Blairsville, GA 30512",Blairsville,GA,30512,34.87151701695822,-83.96703998742953,"27,929,114",$27.93B,2001
United Community Bank,Bank,Regional Bank,North Georgia,"2215 Riverstone Blvd, Canton, GA 30114",Canton,GA,30114,34.25524600979651,-84.47577197313112,"27,929,114",$27.93B,2003
United Community Bank,Bank,Regional Bank,Metro Atlanta,"2168 Scenic Hwy N, Snellville, GA 30078",Snellville,GA,30078,33.861531002382534,-84.01767296903658,"27,929,114",$27.93B,2003
United Community Bank,Bank,Regional Bank,Metro Atlanta,"1320 Joe Frank Harris Pkwy Se, Cartersville, GA 30120",Cartersville,GA,30120,34.20643198499755,-84.81525900066609,"27,929,114",$27.93B,2004
United Community Bank,Bank,Regional Bank,Coastal Georgia,"27 Bull St, Savannah, GA 31401",Savannah,GA,31401,32.07995400395242,-81.0924529661855,"27,929,114",$27.93B,2004
United Community Bank,Bank,Regional Bank,Central Georgia,"71 Bullsboro Dr, Newnan, GA 30263",Newnan,GA,30263,33.38462598313792,-84.78270000069529,"27,929,114",$27.93B,2004
United Community Bank,Bank,Regional Bank,Central Georgia,"4970 Bill Gardner Pkwy, Locust Grove, GA 30248",Locust Grove,GA,30248,33.35322397917193,-84.11734603537123,"27,929,114",$27.93B,2004
United Community Bank,Bank,Regional Bank,North Georgia,"351 Jesse Jewell Pkwy, Gainesville, GA 30501",Gainesville,GA,30501,34.29881008762594,-83.82274005473838,"27,929,114",$27.93B,2005
United Community Bank,Bank,Regional Bank,North Georgia,"2157 Sandridge Ct, Gainesville, GA 30501",Gainesville,GA,30501,34.33291100633001,-83.8410849607741,"27,929,114",$27.93B,2005
United Community Bank,Bank,Regional Bank,Central Georgia,"780 Highway 29 N, Athens, GA 30601",Athens,GA,30601,33.996967009267294,-83.3354130402838,"27,929,114",$27.93B,2005
United Community Bank,Bank,Regional Bank,Coastal Georgia,"2225 E Victory Dr, Savannah, GA 31404",Savannah,GA,31404,32.03881298286785,-81.061080005514,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,North Georgia,"5172 Cleveland Hwy, Gainesville, GA 30506",Gainesville,GA,30506,34.44472299630043,-83.80538501022635,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,Metro Atlanta,"3785 Mundy Mill Rd, Oakwood, GA 30566",Oakwood,GA,30566,34.23123998764494,-83.87078296573404,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,North Georgia,"14031 Highway 27, Trion, GA 30753",Trion,GA,30753,34.528078005895054,-85.30930698165172,"27,929,114",$27.93B,2005
United Community Bank,Bank,Regional Bank,North Georgia,"516 Highway 441 S, Clayton, GA 30525",Clayton,GA,30525,34.87119800172336,-83.40103998938623,"27,929,114",$27.93B,1990
United Community Bank,Bank,Regional Bank,North Georgia,"118 Whitfield Dr, Jasper, GA 30143",Jasper,GA,30143,34.46088799948845,-84.45855001195267,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,Central Georgia,"2055 Homer Rd, Commerce, GA 30529",Commerce,GA,30529,34.233899984617665,-83.45363802437375,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,Metro Atlanta,"1015 Buford Rd, Cumming, GA 30041",Cumming,GA,30041,34.17669080057863,-84.12965244796601,"27,929,114",$27.93B,2006
United Community Bank,Bank,Regional Bank,Metro Atlanta,"5125 Atlanta Hwy, Alpharetta, GA 30004",Alpharetta,GA,30004,34.156478566190444,-84.24476873327269,"27,929,114",$27.93B,2007
United Community Bank,Bank,Regional Bank,Coastal Georgia,"8201 White Bluff Rd, Savannah, GA 31406",Savannah,GA,31406,32.000200991518895,-81.12231299333382,"27,929,114",$27.93B,2007
United Community Bank,Bank,Regional Bank,Metro Atlanta,"2160 W Spring St, Monroe, GA 30655",Monroe,GA,30655,33.799021669329,-83.746615966179,"27,929,114",$27.93B,2007
United Community Bank,Bank,Regional Bank,North Georgia,"7400 Adairsville Hwy, Adairsville, GA 30103",Adairsville,GA,30103,34.37613300251594,-84.93108399441982,"27,929,114",$27.93B,1899
United Community Bank,Bank,Regional Bank,Metro Atlanta,"850 Eagles Landing Pkwy, Stockbridge, GA 30281",Stockbridge,GA,30281,33.51323798928095,-84.2176690344781,"27,929,114",$27.93B,1997
United Community Bank,Bank,Regional Bank,Central Georgia,"119 Maple St, Carrollton, GA 30117",Carrollton,GA,30117,33.57987898102955,-85.07721199890469,"27,929,114",$27.93B,1997
United Community Bank,Bank,Regional Bank,Metro Atlanta,"1000 Georgia Highway 138 Se, Conyers, GA 30013",Conyers,GA,30013,33.635998002083966,-84.01922202856244,"27,929,114",$27.93B,1997
United Community Bank,Bank,Regional Bank,Central Georgia,"2456 Mars Hill Rd, Watkinsville, GA 30677",Watkinsville,GA,30677,33.906172012867,-83.463779959578,"27,929,114",$27.93B,2018
United Community Bank,Bank,Regional Bank,Metro Atlanta,"200 Cherokee St Ne, Marietta, GA 30060",Marietta,GA,30060,33.95662901641644,-84.54871498260121,"27,929,114",$27.93B,1998
United Community Bank,Bank,Regional Bank,North Georgia,"177 Highway 515 E, Blairsville, GA 30512",Blairsville,GA,30512,34.8803670075165,-83.95857300793686,"27,929,114",$27.93B,2021
United Community Bank,Bank,Regional Bank,Metro Atlanta,"4600 Roswell Rd, Sandy Springs, GA 30342",Sandy Springs,GA,30342,33.879697017315635,-84.38099502789834,"27,929,114",$27.93B,2023
United Community Bank,Bank,Regional Bank,Metro Atlanta,"525 N Jeff Davis Dr, Fayetteville, GA 30214",Fayetteville,GA,30214,33.45770498898705,-84.44976703471028,"27,929,114",$27.93B,2000
United Community Bank,Bank,Regional Bank,Metro Atlanta,"2230 Riverside Pkwy, Lawrenceville, GA 30043",Lawrenceville,GA,30043,33.96294499000672,-84.03651297280402,"27,929,114",$27.93B,2000
United National Bank,Bank,Community Bank,Rural South Georgia,"722 N Broad St, Cairo, GA 39828",Cairo,GA,39828,30.8844809983319,-84.2075550110115,"312,069",$312.1M,2000
US Metro Bank,Bank,Regional Bank,Metro Atlanta,"3473 Satellite Blvd, Duluth, GA 30096",Duluth,GA,30096,33.96368398050018,-84.13268801948647,"1,550,823",$1.55B,2019
Vidalia Federal Savings Bank,Bank,Community Bank,Central Georgia,"209 W Liberty Ave, Lyons, GA 30436",Lyons,GA,30436,32.20233764469655,-82.32505370187538,"218,786",$218.8M,1936
Vidalia Federal Savings Bank,Bank,Community Bank,Central Georgia,"300 Jackson St, Vidalia, GA 30474",Vidalia,GA,30474,32.2153569861387,-82.4123169772384,"218,786",$218.8M,1936
Wallis Bank,Bank,Regional Bank,Metro Atlanta,"1710 Mount Vernon Rd, Dunwoody, GA 30338",Dunwoody,GA,30338,33.947297988434926,-84.33131599069169,"1,392,348",$1.39B,2019
Wallis Bank,Bank,Regional Bank,Metro Atlanta,"1970 Satellite Blvd, Duluth, GA 30097",Duluth,GA,30097,33.990298995744,-84.086542960297,"1,392,348",$1.39B,2023
Waycross Bank & Trust,Bank,Community Bank,Rural South Georgia,"501 Tebeau St, Waycross, GA 31501",Waycross,GA,31501,31.2117299862261,-82.3615760367185,"240,688",$240.7M,1988
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2890 Atlanta Rd Se, Smyrna, GA 30080",Smyrna,GA,30080,33.882713999544606,-84.514294026659,"1,822,693,000",$1.82T,1946
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"2714 Watson Blvd, Warner Robins, GA 31093",Warner Robins,GA,31093,32.61881997930762,-83.67295898668141,"1,822,693,000",$1.82T,1947
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"3115 Peach Orchard Rd, Augusta, GA 30906",Augusta,GA,30906,33.41190501275095,-82.02666703705987,"1,822,693,000",$1.82T,1955
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5010 Floyd Rd Sw, Mableton, GA 30126",Mableton,GA,30126,33.832728017043664,-84.57654700827624,"1,822,693,000",$1.82T,1964
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"106 W Maple St, Cumming, GA 30040",Cumming,GA,30040,34.2059332198491,-84.13974382176052,"1,822,693,000",$1.82T,1964
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"11235 Tara Blvd, Lovejoy, GA 30250",Lovejoy,GA,30250,33.44821763973334,-84.32504460052712,"1,822,693,000",$1.82T,1966
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"6155 Buford Hwy, Norcross, GA 30071",Norcross,GA,30071,33.93256901480842,-84.22338700118632,"1,822,693,000",$1.82T,1968
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"315 S Wall St, Calhoun, GA 30701",Calhoun,GA,30701,34.49946801387681,-84.95211402184894,"1,822,693,000",$1.82T,1969
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"6626 Highway 85, Riverdale, GA 30274",Riverdale,GA,30274,33.57352499550838,-84.41188804079401,"1,822,693,000",$1.82T,1969
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4825 Flat Shoals Pkwy, Decatur, GA 30034",Decatur,GA,30034,33.68124900557159,-84.23130102652651,"1,822,693,000",$1.82T,1970
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"101 13th St, Columbus, GA 31901",Columbus,GA,31901,32.47083798165937,-84.99131299787727,"1,822,693,000",$1.82T,1876
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"201 S Hamilton St, Dalton, GA 30720",Dalton,GA,30720,34.770323012382875,-84.96727001153272,"1,822,693,000",$1.82T,1888
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"830 Glynn St S, Fayetteville, GA 30214",Fayetteville,GA,30214,33.431687016706775,-84.45661798327072,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"620 Jeff Davis Drive, Fayetteville, GA 30214",Fayetteville,GA,30214,33.46025,-84.4511609999999,"1,822,693,000",$1.82T,1984
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1490 Holcomb Bridge Rd, Roswell, GA 30076",Roswell,GA,30076,34.02045100648908,-84.31651799209254,"1,822,693,000",$1.82T,1965
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"1200 Mitchell Bridge Rd, Athens, GA 30606",Athens,GA,30606,33.94005698801021,-83.45454503011636,"1,822,693,000",$1.82T,1997
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"11160 Highway 142 N, Covington, GA 30014",Covington,GA,30014,33.60842099581306,-83.82688802845165,"1,822,693,000",$1.82T,1997
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1903 Georgia Highway 20 Se, Conyers, GA 30013",Conyers,GA,30013,33.63774500025332,-84.01505999454066,"1,822,693,000",$1.82T,1997
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"1324 Thompson Bridge Rd, Gainesville, GA 30501",Gainesville,GA,30501,34.320265983380494,-83.83179999135052,"1,822,693,000",$1.82T,1998
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"2524 Tobacco Rd, Hephzibah, GA 30815",Hephzibah,GA,30815,33.37684598442951,-82.07646903678611,"1,822,693,000",$1.82T,1999
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2204 Peachtree Rd Nw, Atlanta, GA 30309",Atlanta,GA,30309,33.81452298435127,-84.39250002819695,"1,822,693,000",$1.82T,1998
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"209 Tripp St, Americus, GA 31709",Americus,GA,31709,32.07184300388761,-84.217938009751,"1,822,693,000",$1.82T,1998
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"1478 Walton Way, Augusta, GA 30901",Augusta,GA,30901,33.47487301261857,-81.98732699360109,"1,822,693,000",$1.82T,1958
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"3430 Wrightsboro Rd, Augusta, GA 30909",Augusta,GA,30909,33.46735100888989,-82.07839695833549,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"4363 Washington Rd, Evans, GA 30809",Evans,GA,30809,33.541828996288515,-82.13405396888687,"1,822,693,000",$1.82T,1986
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"140 Prominence Point Pkwy, Canton, GA 30114",Canton,GA,30114,34.19129401640561,-84.51063096733327,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"12416 Cumming Hwy, Canton, GA 30115",Canton,GA,30115,34.23815099254165,-84.2896760368206,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2025 Towne Lake Pkwy, Woodstock, GA 30189",Woodstock,GA,30189,34.10803900291586,-84.55156298566217,"1,822,693,000",$1.82T,1996
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"1413 Riverstone Pkwy, Canton, GA 30114",Canton,GA,30114,34.250575990532795,-84.47613901667117,"1,822,693,000",$1.82T,1997
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"5590 Milgen Rd, Columbus, GA 31907",Columbus,GA,31907,32.52122700797452,-84.8916380037049,"1,822,693,000",$1.82T,1993
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4454 Roswell Rd Ne, Atlanta, GA 30342",Atlanta,GA,30342,33.876669012883994,-84.38047199714019,"1,822,693,000",$1.82T,1965
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2349 Cheshire Bridge Rd Ne, Atlanta, GA 30324",Atlanta,GA,30324,33.81923998418229,-84.35088304074057,"1,822,693,000",$1.82T,1965
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"650 Ponce De Leon Ave Ne, Atlanta, GA 30308",Atlanta,GA,30308,33.77512401611317,-84.36584800685097,"1,822,693,000",$1.82T,1865
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"612 Lee St Sw, Atlanta, GA 30310",Atlanta,GA,30310,33.738812018995546,-84.41360096652694,"1,822,693,000",$1.82T,1865
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1071 Chattahoochee Ave Nw, Atlanta, GA 30318",Atlanta,GA,30318,33.80147102000261,-84.4223390167683,"1,822,693,000",$1.82T,1956
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"645 State St Nw, Atlanta, GA 30313",Atlanta,GA,30313,33.77253099054681,-84.39841899294332,"1,822,693,000",$1.82T,1957
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4820 Memorial Dr, Stone Mountain, GA 30083",Stone Mountain,GA,30083,33.787254013022064,-84.23401500295569,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5425 Peachtree Blvd, Chamblee, GA 30341",Chamblee,GA,30341,33.89593498497081,-84.30359401940535,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4099 Lavista Rd, Tucker, GA 30084",Tucker,GA,30084,33.846047992746364,-84.25117099855615,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2200 Mountain Industrial Blvd, Tucker, GA 30084",Tucker,GA,30084,33.84860799361421,-84.20134896608133,"1,822,693,000",$1.82T,1973
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2725 Clairmont Rd Ne, Atlanta, GA 30329",Atlanta,GA,30329,33.83640700198542,-84.31097797318873,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5555 New Northside Dr, Atlanta, GA 30339",Atlanta,GA,30339,33.90678699310254,-84.42890498062079,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"6756 Covington Hwy, Lithonia, GA 30058",Lithonia,GA,30058,33.71774800294905,-84.14286901435949,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5060 Old Bill Cook Rd, College Park, GA 30349",College Park,GA,30349,33.614043995558305,-84.47366199664476,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"3393 Northside Pkwy Nw, Atlanta, GA 30327",Atlanta,GA,30327,33.84688299794071,-84.42813703065185,"1,822,693,000",$1.82T,1976
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"10825 Alpharetta Hwy, Roswell, GA 30076",Roswell,GA,30076,34.04343900459047,-84.34047598593891,"1,822,693,000",$1.82T,1984
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"1368 Browns Bridge Rd, Gainesville, GA 30501",Gainesville,GA,30501,34.286873989872106,-83.84104003377307,"1,822,693,000",$1.82T,1988
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1625 Indian Trail Rd, Norcross, GA 30093",Norcross,GA,30093,33.92266898132985,-84.173012014559,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4170 Pleasant Hill Rd, Duluth, GA 30096",Duluth,GA,30096,34.00489100907225,-84.17154300220848,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1815 Rockbridge Rd, Stone Mountain, GA 30087",Stone Mountain,GA,30087,33.82528501275242,-84.12354202201755,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"850 Barrett Pkwy, Kennesaw, GA 30144",Kennesaw,GA,30144,34.005334654251826,-84.5758061223563,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"610 Northside Dr E, Statesboro, GA 30458",Statesboro,GA,30458,32.44035400563868,-81.76446601830631,"1,822,693,000",$1.82T,1990
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"312 E Main St, Dahlonega, GA 30533",Dahlonega,GA,30533,34.53405501532092,-83.97931201568773,"1,822,693,000",$1.82T,1990
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"1900 E Victory Dr, Savannah, GA 31404",Savannah,GA,31404,32.04432500621505,-81.06725403157401,"1,822,693,000",$1.82T,1990
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"311 Johnny Mercer Blvd, Savannah, GA 31410",Savannah,GA,31410,32.01361698192247,-80.98266503819389,"1,822,693,000",$1.82T,1990
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"4516 Augusta Rd, Garden City, GA 31408",Garden City,GA,31408,32.10739400801593,-81.15414796450834,"1,822,693,000",$1.82T,1990
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"240 Peachtree St Nw, Atlanta, GA 30303",Atlanta,GA,30303,33.76063199888944,-84.38835400361026,"1,822,693,000",$1.82T,1991
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1729 Buford Hwy, Cumming, GA 30041",Cumming,GA,30041,34.162820439861534,-84.11586059449048,"1,822,693,000",$1.82T,1993
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"7001 N Point Pkwy, Alpharetta, GA 30022",Alpharetta,GA,30022,34.04430099951304,-84.30037402748148,"1,822,693,000",$1.82T,1994
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"150 Tom Hill Sr Blvd, Macon, GA 31210",Macon,GA,31210,32.89968598769032,-83.68909096517092,"1,822,693,000",$1.82T,1994
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"901 Duluth Hwy, Lawrenceville, GA 30043",Lawrenceville,GA,30043,33.968319005318136,-84.02318800986893,"1,822,693,000",$1.82T,1996
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"2114 Cleveland Hwy, Dalton, GA 30721",Dalton,GA,30721,34.811956009274326,-84.94778803780106,"1,822,693,000",$1.82T,1980
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"3867 Mundy Mill Rd, Oakwood, GA 30566",Oakwood,GA,30566,34.2332039932875,-83.87218198919305,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"2 Amlajack Blvd, Newnan, GA 30265",Newnan,GA,30265,33.39758201660476,-84.7549800410657,"1,822,693,000",$1.82T,1978
"Wells Fargo Bank, National Association",Bank,National Bank,North Georgia,"2 Redmond Rd Nw, Rome, GA 30165",Rome,GA,30165,34.27844900371434,-85.18240496757552,"1,822,693,000",$1.82T,1973
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"101 S Belair Rd, Martinez, GA 30907",Martinez,GA,30907,33.50701501290641,-82.1419760408541,"1,822,693,000",$1.82T,1985
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2280 Cascade Rd Sw, Atlanta, GA 30311",Atlanta,GA,30311,33.72237152355443,-84.46338394626434,"1,822,693,000",$1.82T,1960
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"7939 Waters Ave, Savannah, GA 31406",Savannah,GA,31406,31.9996049962936,-81.10385998203598,"1,822,693,000",$1.82T,1981
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1547 Powers Ferry Rd Se, Marietta, GA 30067",Marietta,GA,30067,33.91438699044026,-84.46482202246078,"1,822,693,000",$1.82T,1986
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4681 Nelson Brogdon Blvd, Sugar Hill, GA 30518",Sugar Hill,GA,30518,34.10119601716343,-84.01932998747533,"1,822,693,000",$1.82T,1972
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"204 East Highway 80, Pooler, GA 31322",Pooler,GA,31322,32.1156399999999,-81.2467809999999,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"4046 Austell Rd, Austell, GA 30106",Austell,GA,30106,33.85574501653004,-84.6028309802538,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2850 Canton Rd, Marietta, GA 30066",Marietta,GA,30066,34.019330010758395,-84.52768897848561,"1,822,693,000",$1.82T,1973
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2520 Dallas Hwy Sw, Marietta, GA 30064",Marietta,GA,30064,33.94683798958866,-84.62607500358767,"1,822,693,000",$1.82T,1974
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"2201 Roswell Rd, Marietta, GA 30062",Marietta,GA,30062,33.96992900128008,-84.48919198684823,"1,822,693,000",$1.82T,1983
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1102 Richard D Sailors Pkwy, Powder Springs, GA 30127",Powder Springs,GA,30127,33.86329698556257,-84.67511601032461,"1,822,693,000",$1.82T,1985
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5505 Lawrenceville Hwy Nw, Lilburn, GA 30047",Lilburn,GA,30047,33.88268415672446,-84.16214545107404,"1,822,693,000",$1.82T,1971
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5405 Jimmy Carter Blvd, Norcross, GA 30093",Norcross,GA,30093,33.906985015565056,-84.20544201703996,"1,822,693,000",$1.82T,1984
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"1893 Mount Zion Rd, Morrow, GA 30260",Morrow,GA,30260,33.56705898585126,-84.3291119692517,"1,822,693,000",$1.82T,1972
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"300 Ashwood Pkwy, Atlanta, GA 30338",Atlanta,GA,30338,33.93293341534164,-84.34022758588293,"1,822,693,000",$1.82T,1987
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"20 Bank St, Savannah, GA 31411",Savannah,GA,31411,31.941365018459678,-81.0506949951177,"1,822,693,000",$1.82T,1988
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"3436 Victory Dr, Columbus, GA 31903",Columbus,GA,31903,32.42661698834347,-84.94982500791076,"1,822,693,000",$1.82T,1989
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"5525 Peachtree Pkwy, Norcross, GA 30092",Norcross,GA,30092,33.96900301052676,-84.22273296128155,"1,822,693,000",$1.82T,1992
"Wells Fargo Bank, National Association",Bank,National Bank,Coastal Georgia,"14009 Abercorn St, Savannah, GA 31419",Savannah,GA,31419,31.981962012118643,-81.16909499334595,"1,822,693,000",$1.82T,1992
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"700 Hampton Grn, Duluth, GA 30096",Duluth,GA,30096,33.94715102378866,-84.13644582986039,"1,822,693,000",$1.82T,1992
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"1607 Bradley Park Dr, Columbus, GA 31904",Columbus,GA,31904,32.53275099328381,-84.96903498888436,"1,822,693,000",$1.82T,1995
"Wells Fargo Bank, National Association",Bank,National Bank,Metro Atlanta,"3601 Sandy Plains Rd, Marietta, GA 30066",Marietta,GA,30066,34.0366779938511,-84.46304598099694,"1,822,693,000",$1.82T,1993
"Wells Fargo Bank, National Association",Bank,National Bank,Central Georgia,"703 Crossings West, Peachtree City, GA 30269",Peachtree City,GA,30269,33.41155,-84.566374,"1,822,693,000",$1.82T,1980
